Proveedor,Nombre del curso (MAYUSC),Nombre del curso (MINUSC),Descripción del curso,Número de horas de la formación,Tipo de certificado,Temática,Grupo,Sector de oportunidad ocupacional,Palabras Clave,Nombre del curso
SENA,DISEÑO ASISTIDO POR COMPUTADOR - AUTOCAD BÁSICO,Diseño asistido por computador - autocad básico,"Este curso da las bases para los siguientes niveles de AutoCad, esta orientado a la creación, modificación, análisis u optimización de un diseño. El software CAD se utiliza para aumentar la productividad del diseñador, mejorar la calidad del diseño, mejorar las comunicaciones a través de la documentación y crear una base de datos para la fabricación. ",40.0,Certificado de aprobación,Fórmate Digital,TI,Construcción,DISEÑO GRÁFICO DISEÑO INDUSTRIAL ARQUITECTURA ARTES GRÁFICAS,DISEÑO ASISTIDO POR COMPUTADOR - AUTOCAD BÁSICO DISEÑO GRÁFICO DISEÑO INDUSTRIAL ARQUITECTURA ARTES GRÁFICAS
SENA,,Diseño asistido por computador - solidworks básico,"Un número cada vez mayor de fabricantes, que durante los últimos años se han enfrentado al reto de mejorar el diseño de productos y los procesos de desarrollo y fabricación, han llegado a la conclusión de que es fundamental el manejo de software cada vez más completos, precisos y realistas para el prototipado de sus diseños, SOLIDWORKS contiene todas estas ventajas para el manejo de proyectos reales, como:Recopilar información para el diseño del producto teniendo en cuenta especificaciones técnicas.Realizar el estudio de factibilidad técnica y económica para el desarrollo o mejoramiento de productos acorde con las condiciones de la empresa y requerimientos del mercado. Seleccionar la alternativa que satisfaga los requerimientos del cliente de acuerdo al estudio de factibilidad. Definir en el diseño preliminar, las especificaciones y las pautas de fabricación del producto.",40.0,Certificado de aprobación,Fórmate Digital,TI,"Industrias creativas y comunicación gráfica, Software y TI, Industria (manufacturas).",DISEÑO GRÁFICO DISEÑO INDUSTRIAL ARQUITECTURA ARTES GRÁFICAS,DISEÑO ASISTIDO POR COMPUTADOR - SOLIDWORKS BÁSICO DISEÑO GRÁFICO DISEÑO INDUSTRIAL ARQUITECTURA ARTES GRÁFICAS
SENA,,Diseño asistido por computador - solidworks nivel 2,"Un número cada vez mayor de fabricantes, que durante los últimos años se enfrentan al reto de mejorar el diseño de productos y los procesos de desarrollo, han llegado a conclusión que es fundamental el manejo de software cada vez más completos, precisos y realistas para el prototipado de sus diseños, SOLIDWORKS contiene todas estas ventajas para el manejo de proyectos reales como: Croquizar contornos y trayectorias intermedios, aplicando las herramientas de croquizado en 3D. Aplicar las herramientas de operaciones intermedias, para generar cuerpos mas complejos volumétricamente. Aplicar las herramientas de operaciones intermedias, para generar cuerpos mas complejos volumétricamente. Ensamblar piezas o partes intermedias utilizando la opción de ensamblaje del programa de Solidworks. Simular la cinemática (estudio del movimiento) de partes y componentes de mecanismos sencillos diseñados y ensamblados en el programa de Solidworks.",40.0,Certificado de aprobación,Fórmate Digital,TI,"Industrias creativas y comunicación gráfica, Software y TI, Industria (manufacturas).",DISEÑO GRÁFICO DISEÑO INDUSTRIAL ARQUITECTURA ARTES GRÁFICAS,DISEÑO ASISTIDO POR COMPUTADOR - SOLIDWORKS NIVEL 2 DISEÑO GRÁFICO DISEÑO INDUSTRIAL ARQUITECTURA ARTES GRÁFICAS
SENA,"DISEÑO, LIQUIDACIÓN Y PAGO DE NOMINA","Diseño, liquidación y pago de nómina","Ante la falta de conocimiento y personal especializado en el área de nómina, considerada un componente fundamental en el desarrollo de la administración empresarial, se propone formar personas para que a través de la correcta aplicación de la normatividad laboral, cumpla con aspectos legales que permite la reducción, control de gastos y el manejo eficiente de las funciones administrativas del área, lo cual mejora el servicio al cliente interno y externo y el aprovechamiento de las fortalezas y capacidades empresariales.
",48.0,Certificado de aprobación,Fórmate,Otros,"BPOs, Servicios financieros","GESTIÓN HUMANA, RECURSOS HUMANOS, ADMINISTRACIÓN","DISEÑO, LIQUIDACIÓN PAGO NÓMINA GESTIÓN HUMANA, RECURSOS HUMANOS, ADMINISTRACIÓN"
SENA,ECONOMÍA SOLIDARIA,Economía solidaria,,40.0,Certificado de aprobación,Fórmate,Otros,,"DESARROLLO SOSTENIBLE, ECONOMÍAS LIMPIAS","ECONOMÍA SOLIDARIA DESARROLLO SOSTENIBLE, ECONOMÍAS LIMPIAS"
SENA,ELABORACIÓN ARTESANAL DE PRODUCTOS DE CHOCOLATERIA FINA,Elaboración artesanal de productos de chocolatera fina,"El programa se creó, para brindar a la cadena productiva de cacao, la posibilidad de incorporar personal con altas calidades laborales y profesionales que contribuyan al desarrollo económico, social y tecnológico de su entorno y del país, así mismo ofrecer a los aprendices formación en las tecnologías del procesado y transformación del cacao.
Colombia cuenta un con potencial productivo en el sector cacao, siendo Santander el principal cultivador con una participación de más del 50% de la producción nacional, por lo que el sector cacao requiere de un fortalecimiento y crecimiento socio-económico y tecnológico tanto a nivel regional como nacional, lo cual depende en gran medida de la inversión tecnológica y de talento humano cualificado y calificado, capaz de responder integralmente a la dinámica del sector.
El SENA es la única institución educativa que en concordancia con la dinámica que el sector cacao requiere específicamente en el tema de procesamiento y transformación de cacao ofrece al País este programa con todos los elementos de formación profesional, sociales, culturales y tecnológicos, a través de metodologías de aprendizaje innovadoras, acceso a tecnologías de última generación, estructurado sobre métodos más que contenidos, lo que potencia la formación de ciudadanos librepensadores, con capacidad crítica, solidaria y emprendedora.",40.0,Certificado de aprobación,Fórmate,Otros,Turismo hoteles y gastronomía,COCINA BÁSICA GASTRONOMÍA COCINERO CHEF STEWART,ELABORACIÓN ARTESANAL PRODUCTOS CHOCOLATERA FINA COCINA BÁSICA GASTRONOMÍA COCINERO CHEF STEWART
SENA,ELABORACIÓN DE DOCUMENTOS ORGANIZACIONALES,Elaboración de documentos organizacionales,"En este curso se indican las características generales de los documentos comerciales, sus elementos básicos, un modelo de cada uno de ellos y la forma de diligenciarlos. Identificar las funciones, procedimientos, ubicación orgánico-funcional y dependencias asociadas a la unidad  administrativa, dentro de la organización y su entorno.
*Redactar documentos organizacionales teniendo en cuenta el asunto, el tipo, las funciones de la unidad administrativa; aplicando las normas gramaticales, de semántica y de sintaxis, las normas técnicas colombianas vigentes para la elaboración y presentación y las normas de gestión de la calidad. 

*Digitar textos utilizando la tecnología disponible, aplicando las técnicas de digitación y el desarrollo de habilidades y destrezas para el logro de la velocidad y la precisión de acuerdo con los requerimientos y las normas de seguridad y salud ocupacional. 

*  Transcribir documentos organizacionales utilizando la tecnología disponible, aplicando las técnicas de digitación, las normas técnicas colombianas vigentes para su presentación, las de la organización, las de gestión documental y de la calidad.",40.0,Certificado de aprobación,Fórmate,Otros,"Industrias creativas y comunicación gráfica, Software y TI, BPOs, Salud, Industria (manufacturas), Servicios financieros, Construcción, Turismo hoteles y gastronomía, Hidrocarburos y energía - renovables, Logística y Transporte
","REDACCIÓN DE DOCUMENTOS, GESTIÓN DOCUMENTAL, SECRETARIA","ELABORACIÓN DOCUMENTOS ORGANIZACIONALES REDACCIÓN DOCUMENTOS, GESTIÓN DOCUMENTAL, SECRETARIA"
SENA,,Elaboración del presupuesto para el manejo de las finanzas personales,"Ante el desconocimiento de los procesos en la elaboración de un presupuesto para un correcto desarrollo de las finanzas personales donde se establezcan metas, herramientas y propósitos financieros a corto, mediano y largo plazo por parte de los individuos a nivel personal; se propone, formar personas para que a través de la correcta elaboración y aplicación de los presupuestos, alcancen un manejo adecuado de sus ingresos y logren controlar sus gastos, lo cual conlleva a que tomen las riendas de sus finanzas personales mejorando su calidad de vida",48.0,Certificado de aprobación,Fórmate,Otros,"BPOs, Servicios financieros","GESTIÓN HUMANA, RECURSOS HUMANOS, ADMINISTRACIÓN","ELABORACIÓN DEL PRESUPUESTO MANEJO FINANZAS PERSONALES GESTIÓN HUMANA, RECURSOS HUMANOS, ADMINISTRACIÓN"
SENA,,Empleo de técnicas en la supervisión de producción,"Frente a los cambios en la economía a nivel global y el dinamismo del mercado con un consumidor cada vez más exigente se hace necesario preparar personal capacitado capaz de enfrentar estos retos.
El curso empleo de técnicas en la supervisión de producción brindara al participante conocimientos para elevar su nivel de competencia, asumiendo retos y adoptando estrategias que permitan no solo competir en un proceso de globalización sino mantenerse y sobresalir en un contexto productivo.",40.0,Certificado de aprobación,Fórmate,Otros,"Industrias creativas y comunicación gráfica, Industria (manufacturas), Hidrocarburos y energía - renovables, Logística y Transporte.","SISTEMAS DE PRODUCCIÓN, LIDERAZGO, GERENCIA, ADMINISTRACIÓN","EMPLEO TÉCNICAS SUPERVISIÓN PRODUCCIÓN SISTEMAS PRODUCCIÓN, LIDERAZGO, GERENCIA, ADMINISTRACIÓN"
SENA,EMPRENDIMIENTO DE UNIDADES PRODUCTIVAS,Emprendimiento de unidades productivas,"El mundo de los negocios es bastante complejo y requiere de emprendedores con características de líderes que sepan comprender y evaluar la dinámica de empresa, desenvolviéndose con propiedad para la identificación de oportunidades y limitantes presentes en el entorno y detectando fortalezas y retos que se deban reforzar. Para ello, el emprendedor debe adquirir competencias que le permitan incorporarse en el mercado cumpliendo con los estándares de calidad y normativa, teniendo en cuenta, el macro y micro entorno. Es vital el desarrollo de habilidades del fortalecimiento organizacional y empresarial, en organizaciones de pequeños productores, identificando oportunidades de mercado concreto, organizando su entorno de producción y estableciendo relaciones comerciales. De esta manera se consideran 5 factores que toda organización estructurada y fortalecida debe tener en cuenta para su debida marcha y logro de metas propuestas:
  1. Entender y aplicar el concepto y ventajas del trabajo en equipo. 
  2. Conocer a cabalidad las dimensiones del fortalecimiento desde lo individual hasta la organización. 
 3. Asimilar los análisis de proceso de empoderamiento y con inclusión de género.
 4. Aplicar los conocimientos técnicos y metodológicos de gestión empresarial en las unidades productivas. 
 5. Promover el liderazgo al interior de las unidades productivas.
 El programa de Emprendimiento de Unidades Productivas se diseñó pensando en el fortalecimiento del sector primario colombiano y a su vez en el mejoramiento de la calidad de vida de quienes lo practican; potenciando en él la capacidad de emprender y negociar desde la estructuración de su empresa hasta la comercialización de sus productos con satisfacciones para el cliente.
  El programa de Emprendimiento de Unidades Productivas potencia los conocimientos, destrezas y habilidades necesarias para estructurar la propuesta de negocio a partir del diagnóstico del macro y micro entorno, con factores que impacten desde un análisis financiero el balance de activos y pasivos en la unidad productiva, generando presupuestos para prospectar ventas y analizar el estado de resultado para consolidar las utilidades del negocio; llevándolo todo ello a conseguir una comercialización desde la planeación en mercadeo, ejecución en la venta y fidelización del cliente.",40.0,Certificado de aprobación,Fórmate,Otros,"Industrias creativas y comunicación gráfica, Software y TI, BPOs, Salud, Industria (manufacturas), Servicios financieros, Construcción, Turismo hoteles y gastronomía, Logística y Transporte
","EMPRENDIMIENTO, NEGOCIOS, MERCADO","EMPRENDIMIENTO UNIDADES PRODUCTIVAS EMPRENDIMIENTO, NEGOCIOS, MERCADO"
SENA,EMPRENDIMIENTO DIGITAL,Emprendimiento digital,"Desde la década de los años noventa, el emprendimiento ha demostrado ser un poderoso fenómeno capaz de cambiar las dinámicas económicas globales y los estilos de vida de las sociedades. Las grandes empresas, con estructuras rígidas y producciones en serie, abrieron paso a pequeñas empresas con estructuras flexibles, que ofrecen bienes y servicios con un alto componente innovador, cambiando de este modo las reglas del juego en las economías del mundo. Colombia no ha estado al margen de ese fenómeno, pues ha reconocido al emprendimiento como un vehículo en la generación de crecimiento económico a través de la cohesión social, la renovación económica, el desarrollo regional, el aumento de la productividad y la competitividad, entre otros.
Por eso es necesario que los emprendimientos sean globales, y que usen herramientas digitales como punto de apoyo a su negocio generando un concepto de emprendimiento digital, es decir, que desarrollen una estrategia digital como pilar de su modelo de negocio.
Conocedores de estas necesidades, se ofrece el programa complementario  con el fin de brindar a la población interesada herramientas que conlleven a la estructuración de estrategias digitales para la estructuración de sus ideas de negocio, apoyados en herramientas TIC, Big data, marketing digital, entre otros, fortaleciendo en el emprendedor las competencias tecnológicas digitales generando un valor agregado acorde a las nuevas necesidades del mercado global, nacional y local.",48.0,Certificado de aprobación,Fórmate Digital,TI,"Industrias creativas y comunicación gráfica, Industria (manufacturas), Logística y Transporte.","EMPRENDIMIENTO, NEGOCIOS, MERCADO","EMPRENDIMIENTO DIGITAL EMPRENDIMIENTO, NEGOCIOS, MERCADO"
